Java HotSpot(TM) 64-Bit Server VM (25.251-b08) for linux-amd64 JRE (1.8.0_251-b08), built on Mar 11 2020 23:20:16 by "java_re" with gcc 7.3.0
2020-09-22T13:56:50.618+0530: 780.350: [GC (Allocation Failure) [PSYoungGen: 1365024K->32K(1365504K)] 1374347K->9371K(4162048K), 0.0077856 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T13:58:08.192+0530: 857.923: [GC (Allocation Failure) [PSYoungGen: 1365024K->32K(1380864K)] 1374363K->9387K(4177408K), 0.0079116 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T13:59:24.184+0530: 933.915: [GC (Allocation Failure) [PSYoungGen: 1364000K->32K(1380864K)] 1373355K->9419K(4177408K), 0.0055342 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T14:00:41.277+0530: 1011.009: [GC (Allocation Failure) [PSYoungGen: 1364000K->64K(1380864K)] 1373387K->9475K(4177408K), 0.0072573 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T14:01:57.367+0530: 1087.098: [GC (Allocation Failure) [PSYoungGen: 1364032K->32K(1380864K)] 1373443K->9451K(4177408K), 0.0074752 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T14:21:32.116+0530: 2261.848: [GC (Allocation Failure) [PSYoungGen: 1364000K->192K(1381888K)] 1373419K->9627K(4178432K), 0.0113256 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T15:10:15.679+0530: 5185.410: [GC (Allocation Failure) [PSYoungGen: 1365696K->192K(1381376K)] 1375131K->9779K(4177920K), 0.0059715 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T15:27:53.242+0530: 6242.973: [GC (Allocation Failure) [PSYoungGen: 1365696K->128K(1382912K)] 1375283K->9739K(4179456K), 0.0119185 secs] [Times: user=0.01 sys=0.01, real=0.02 secs] 
2020-09-22T15:30:13.139+0530: 6382.870: [GC (Allocation Failure) [PSYoungGen: 1367680K->384K(1382400K)] 1377291K->10003K(4178944K), 0.0163477 secs] [Times: user=0.01 sys=0.01, real=0.02 secs] 
2020-09-22T15:32:40.767+0530: 6530.498: [GC (Allocation Failure) [PSYoungGen: 1367936K->96K(1383936K)] 1377555K->9971K(4180480K), 0.0124274 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T15:35:03.387+0530: 6673.118: [GC (Allocation Failure) [PSYoungGen: 1369696K->64K(1383424K)] 1379571K->9992K(4179968K), 0.0106797 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T15:37:23.123+0530: 6812.854: [GC (Allocation Failure) [PSYoungGen: 1369664K->32K(1385472K)] 1379592K->9968K(4182016K), 0.0107559 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T15:39:41.649+0530: 6951.381: [GC (Allocation Failure) [PSYoungGen: 1372704K->64K(1384960K)] 1382640K->10000K(4181504K), 0.0069611 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T15:42:03.594+0530: 7093.325: [GC (Allocation Failure) [PSYoungGen: 1372736K->64K(1386496K)] 1382672K->10008K(4183040K), 0.0171626 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2020-09-22T16:20:08.540+0530: 9378.272: [GC (Allocation Failure) [PSYoungGen: 1374784K->32K(1385984K)] 1384728K->9984K(4182528K), 0.0097892 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2020-09-22T16:22:40.222+0530: 9529.953: [GC (Allocation Failure) [PSYoungGen: 1374752K->64K(1388032K)] 1384704K->10024K(4184576K), 0.0042482 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
2020-09-22T16:25:11.512+0530: 9681.243: [GC (Allocation Failure) [PSYoungGen: 1377856K->32K(1387520K)] 1387816K->10000K(4184064K), 0.0127084 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T16:27:39.876+0530: 9829.608: [GC (Allocation Failure) [PSYoungGen: 1377824K->32K(1389056K)] 1387792K->10008K(4185600K), 0.0064187 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T16:30:09.676+0530: 9979.407: [GC (Allocation Failure) [PSYoungGen: 1379872K->32K(1388544K)] 1389848K->10008K(4185088K), 0.0120364 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T16:39:16.610+0530: 10526.341: [GC (Allocation Failure) [PSYoungGen: 1379872K->64K(1390080K)] 1389848K->10040K(4186624K), 0.0022935 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T16:41:42.669+0530: 10672.400: [GC (Allocation Failure) [PSYoungGen: 1381952K->32K(1389568K)] 1391928K->10008K(4186112K), 0.0245624 secs] [Times: user=0.01 sys=0.01, real=0.03 secs] 
2020-09-22T16:44:34.124+0530: 10843.856: [GC (Allocation Failure) [PSYoungGen: 1381920K->32K(1391104K)] 1391896K->10016K(4187648K), 0.0095252 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T16:46:53.650+0530: 10983.382: [GC (Allocation Failure) [PSYoungGen: 1383968K->32K(1390592K)] 1393952K->10036K(4187136K), 0.0080610 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-09-22T16:49:11.677+0530: 11121.408: [GC (Allocation Failure) [PSYoungGen: 1383968K->32K(1392128K)] 1393972K->10036K(4188672K), 0.0096865 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T16:51:27.326+0530: 11257.057: [GC (Allocation Failure) [PSYoungGen: 1386016K->96K(1391616K)] 1396020K->10100K(4188160K), 0.0051425 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T16:53:46.627+0530: 11396.359: [GC (Allocation Failure) [PSYoungGen: 1386080K->96K(1392640K)] 1396084K->10124K(4189184K), 0.0066274 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:03:45.319+0530: 11995.050: [GC (Allocation Failure) [PSYoungGen: 1387104K->64K(1392128K)] 1397132K->10112K(4188672K), 0.0054726 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:05:02.649+0530: 12072.381: [GC (Allocation Failure) [PSYoungGen: 1387072K->32K(1393152K)] 1397120K->10080K(4189696K), 0.0073562 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:06:22.264+0530: 12151.996: [GC (Allocation Failure) [PSYoungGen: 1388576K->32K(1393152K)] 1398624K->10096K(4189696K), 0.0088569 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:07:39.690+0530: 12229.421: [GC (Allocation Failure) [PSYoungGen: 1388576K->32K(1394176K)] 1398640K->10120K(4190720K), 0.0093848 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:08:58.581+0530: 12308.313: [GC (Allocation Failure) [PSYoungGen: 1390112K->96K(1393664K)] 1400200K->10184K(4190208K), 0.0090551 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2020-09-22T17:10:16.740+0530: 12386.472: [GC (Allocation Failure) [PSYoungGen: 1390176K->64K(1394688K)] 1400264K->10152K(4191232K), 0.0070029 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:11:36.003+0530: 12465.735: [GC (Allocation Failure) [PSYoungGen: 1391168K->64K(1394176K)] 1401256K->10176K(4190720K), 0.0100933 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:12:55.896+0530: 12545.627: [GC (Allocation Failure) [PSYoungGen: 1391168K->64K(1394688K)] 1401280K->10176K(4191232K), 0.0114347 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:14:14.985+0530: 12624.716: [GC (Allocation Failure) [PSYoungGen: 1391680K->32K(1394688K)] 1401792K->10144K(4191232K), 0.0071566 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:15:33.773+0530: 12703.505: [GC (Allocation Failure) [PSYoungGen: 1391648K->32K(1395200K)] 1401760K->10160K(4191744K), 0.0069024 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:16:51.725+0530: 12781.457: [GC (Allocation Failure) [PSYoungGen: 1392672K->32K(1395200K)] 1402800K->10160K(4191744K), 0.0132255 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:21:32.060+0530: 13061.791: [GC (Allocation Failure) [PSYoungGen: 1392672K->96K(1395712K)] 1402800K->10240K(4192256K), 0.0059047 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T17:22:36.649+0530: 13126.381: [GC (Allocation Failure) [PSYoungGen: 1393248K->64K(1395200K)] 1403392K->10216K(4191744K), 0.0048106 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:23:42.095+0530: 13191.826: [GC (Allocation Failure) [PSYoungGen: 1393216K->32K(1395712K)] 1403368K->10192K(4192256K), 0.0096529 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:24:47.736+0530: 13257.467: [GC (Allocation Failure) [PSYoungGen: 1393696K->64K(1395712K)] 1403856K->10240K(4192256K), 0.0083146 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:25:52.719+0530: 13322.450: [GC (Allocation Failure) [PSYoungGen: 1393728K->32K(1396224K)] 1403904K->10208K(4192768K), 0.0085970 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:26:59.439+0530: 13389.171: [GC (Allocation Failure) [PSYoungGen: 1394720K->32K(1396224K)] 1404896K->10208K(4192768K), 0.0083724 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:28:05.019+0530: 13454.750: [GC (Allocation Failure) [PSYoungGen: 1394720K->32K(1396224K)] 1404896K->10208K(4192768K), 0.0058486 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T17:29:10.120+0530: 13519.851: [GC (Allocation Failure) [PSYoungGen: 1394720K->32K(1396224K)] 1404896K->10208K(4192768K), 0.0094677 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:30:14.871+0530: 13584.602: [GC (Allocation Failure) [PSYoungGen: 1394720K->32K(1396736K)] 1404896K->10208K(4193280K), 0.0053134 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:31:21.473+0530: 13651.205: [GC (Allocation Failure) [PSYoungGen: 1395232K->64K(1396224K)] 1405408K->10240K(4192768K), 0.0047987 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:32:27.231+0530: 13716.963: [GC (Allocation Failure) [PSYoungGen: 1395264K->32K(1396736K)] 1405440K->10208K(4193280K), 0.0063779 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:33:32.076+0530: 13781.808: [GC (Allocation Failure) [PSYoungGen: 1395744K->32K(1396736K)] 1405920K->10208K(4193280K), 0.0045749 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2020-09-22T17:34:37.799+0530: 13847.530: [GC (Allocation Failure) [PSYoungGen: 1395744K->64K(1396736K)] 1405920K->10240K(4193280K), 0.0037822 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T17:35:43.430+0530: 13913.161: [GC (Allocation Failure) [PSYoungGen: 1395776K->32K(1396736K)] 1405952K->10208K(4193280K), 0.0064928 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T17:46:35.927+0530: 14565.659: [GC (Allocation Failure) [PSYoungGen: 1395744K->96K(1396736K)] 1405920K->10288K(4193280K), 0.0120884 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T17:48:01.162+0530: 14650.894: [GC (Allocation Failure) [PSYoungGen: 1395808K->32K(1396736K)] 1406000K->10260K(4193280K), 0.0083776 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:49:26.291+0530: 14736.023: [GC (Allocation Failure) [PSYoungGen: 1395744K->64K(1396736K)] 1405972K->10312K(4193280K), 0.0048636 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:50:50.847+0530: 14820.579: [GC (Allocation Failure) [PSYoungGen: 1395776K->64K(1396736K)] 1406024K->10316K(4193280K), 0.0059195 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T17:52:15.852+0530: 14905.583: [GC (Allocation Failure) [PSYoungGen: 1395776K->64K(1397248K)] 1406028K->10316K(4193792K), 0.0054937 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2020-09-22T17:53:40.795+0530: 14990.527: [GC (Allocation Failure) [PSYoungGen: 1396800K->64K(1397248K)] 1407052K->10316K(4193792K), 0.0042926 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T17:55:05.244+0530: 15074.976: [GC (Allocation Failure) [PSYoungGen: 1396800K->32K(1397248K)] 1407052K->10284K(4193792K), 0.0150402 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T17:56:29.598+0530: 15159.329: [GC (Allocation Failure) [PSYoungGen: 1396768K->64K(1397248K)] 1407020K->10316K(4193792K), 0.0047796 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2020-09-22T17:57:50.346+0530: 15240.077: [GC (Allocation Failure) [PSYoungGen: 1396800K->64K(1397248K)] 1407052K->10316K(4193792K), 0.0104232 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2020-09-22T17:59:11.113+0530: 15320.844: [GC (Allocation Failure) [PSYoungGen: 1396800K->64K(1397248K)] 1407052K->10324K(4193792K), 0.0049001 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:06:39.327+0530: 15769.059: [GC (Allocation Failure) [PSYoungGen: 1396800K->64K(1397248K)] 1407060K->10324K(4193792K), 0.0079744 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:07:02.633+0530: 15792.364: [GC (Allocation Failure) [PSYoungGen: 1396800K->160K(1397248K)] 1407060K->10452K(4193792K), 0.0037619 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:07:27.706+0530: 15817.438: [GC (Allocation Failure) [PSYoungGen: 1396896K->160K(1397248K)] 1407188K->10580K(4193792K), 0.0048080 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:07:52.026+0530: 15841.758: [GC (Allocation Failure) [PSYoungGen: 1396896K->128K(1397248K)] 1407316K->10676K(4193792K), 0.0034726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-22T18:08:16.360+0530: 15866.091: [GC (Allocation Failure) [PSYoungGen: 1396864K->64K(1397248K)] 1407412K->10700K(4193792K), 0.0038063 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:08:39.585+0530: 15889.316: [GC (Allocation Failure) [PSYoungGen: 1396800K->224K(1397248K)] 1407436K->10936K(4193792K), 0.0020760 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:09:02.944+0530: 15912.675: [GC (Allocation Failure) [PSYoungGen: 1396960K->32K(1397248K)] 1407672K->10776K(4193792K), 0.0034269 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:09:26.716+0530: 15936.447: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407512K->10776K(4193792K), 0.0056426 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:09:50.681+0530: 15960.412: [GC (Allocation Failure) [PSYoungGen: 1396768K->128K(1397248K)] 1407512K->10872K(4193792K), 0.0032533 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:10:14.062+0530: 15983.794: [GC (Allocation Failure) [PSYoungGen: 1396864K->32K(1397248K)] 1407608K->10796K(4193792K), 0.0063839 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:10:37.139+0530: 16006.871: [GC (Allocation Failure) [PSYoungGen: 1396768K->128K(1397248K)] 1407532K->10924K(4193792K), 0.0028402 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2020-09-22T18:11:01.233+0530: 16030.965: [GC (Allocation Failure) [PSYoungGen: 1396864K->32K(1397248K)] 1407660K->10836K(4193792K), 0.0049547 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:11:26.004+0530: 16055.735: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407572K->10856K(4193792K), 0.0039015 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:11:49.189+0530: 16078.921: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407592K->10856K(4193792K), 0.0047412 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
2020-09-22T18:12:12.855+0530: 16102.587: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407592K->10856K(4193792K), 0.0075115 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T18:12:37.221+0530: 16126.953: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407592K->10856K(4193792K), 0.0051849 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T18:13:01.639+0530: 16151.371: [GC (Allocation Failure) [PSYoungGen: 1396768K->128K(1397248K)] 1407592K->10952K(4193792K), 0.0057881 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:13:24.760+0530: 16174.492: [GC (Allocation Failure) [PSYoungGen: 1396864K->32K(1397248K)] 1407688K->10876K(4193792K), 0.0039503 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:13:48.757+0530: 16198.489: [GC (Allocation Failure) [PSYoungGen: 1396768K->64K(1397248K)] 1407612K->10908K(4193792K), 0.0041873 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:14:12.831+0530: 16222.562: [GC (Allocation Failure) [PSYoungGen: 1396800K->32K(1397248K)] 1407644K->10876K(4193792K), 0.0049474 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:14:35.960+0530: 16245.691: [GC (Allocation Failure) [PSYoungGen: 1396768K->96K(1397248K)] 1407612K->10940K(4193792K), 0.0039900 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:15:00.340+0530: 16270.072: [GC (Allocation Failure) [PSYoungGen: 1396832K->32K(1397248K)] 1407676K->10896K(4193792K), 0.0038307 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:15:24.597+0530: 16294.328: [GC (Allocation Failure) [PSYoungGen: 1396768K->64K(1397248K)] 1407632K->10928K(4193792K), 0.0042988 secs] [Times: user=0.02 sys=0.01, real=0.00 secs] 
2020-09-22T18:15:47.618+0530: 16317.350: [GC (Allocation Failure) [PSYoungGen: 1396800K->32K(1397248K)] 1407664K->10896K(4193792K), 0.0047261 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:16:11.404+0530: 16341.135: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407632K->10896K(4193792K), 0.0031810 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:16:36.165+0530: 16365.896: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407632K->10896K(4193792K), 0.0049502 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:17:00.065+0530: 16389.796: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407632K->10896K(4193792K), 0.0050102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-22T18:17:23.340+0530: 16413.072: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407632K->10904K(4193792K), 0.0049144 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:17:47.660+0530: 16437.392: [GC (Allocation Failure) [PSYoungGen: 1396768K->96K(1397248K)] 1407640K->10968K(4193792K), 0.0044720 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:18:11.045+0530: 16460.777: [GC (Allocation Failure) [PSYoungGen: 1396832K->32K(1397248K)] 1407704K->10904K(4193792K), 0.0055808 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:18:34.458+0530: 16484.190: [GC (Allocation Failure) [PSYoungGen: 1396768K->64K(1397248K)] 1407640K->10936K(4193792K), 0.0049530 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-09-22T18:18:58.960+0530: 16508.692: [GC (Allocation Failure) [PSYoungGen: 1396800K->192K(1397248K)] 1407672K->11064K(4193792K), 0.0089943 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
2020-09-22T18:19:22.592+0530: 16532.324: [GC (Allocation Failure) [PSYoungGen: 1396928K->64K(1397248K)] 1407800K->10944K(4193792K), 0.0041112 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:19:45.848+0530: 16555.579: [GC (Allocation Failure) [PSYoungGen: 1396800K->64K(1397248K)] 1407680K->10944K(4193792K), 0.0029237 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-22T18:20:09.288+0530: 16579.019: [GC (Allocation Failure) [PSYoungGen: 1396800K->128K(1397248K)] 1407680K->11008K(4193792K), 0.0024261 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2020-09-22T18:20:32.483+0530: 16602.215: [GC (Allocation Failure) [PSYoungGen: 1396864K->32K(1397248K)] 1407744K->10912K(4193792K), 0.0049641 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-09-22T18:20:56.501+0530: 16626.233: [GC (Allocation Failure) [PSYoungGen: 1396768K->32K(1397248K)] 1407648K->10912K(4193792K), 0.0052738 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-22T18:21:20.641+0530: 16650.373: [GC (Allocation Failure) [PSYoungGen: 1396768K->64K(1397248K)] 1407648K->10944K(4193792K), 0.0050047 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
